ProductID,SellerID,Date,TotalSales,SalesLast7Days,SalesPrevious7Days,SalesLast30Days,SalesGrowthRate,Revenue,AvgDailySales,Price,CategoryID,CategoryName,CurrentStock,ProductAgeDays,Month,Week,DayOfWeek,DaysSinceLastSale,TargetNext7Days
455,92,2026-03-23,32,0,5,7,-1.0,95968.0,0.12,2999.0,1,Clothing,184,-106,3,13,0,12,1
455,92,2026-03-30,33,1,0,8,0.0,98967.0,0.12,2999.0,1,Clothing,184,-99,3,14,0,1,4
455,92,2026-04-06,37,4,1,10,3.0,110963.0,0.14,2999.0,1,Clothing,184,-92,4,15,0,6,0
455,92,2026-04-13,37,0,4,5,-1.0,110963.0,0.13,2999.0,1,Clothing,184,-85,4,16,0,13,3
455,92,2026-04-20,40,3,0,8,0.0,119960.0,0.14,2999.0,1,Clothing,184,-78,4,17,0,1,0
455,92,2026-04-27,40,0,3,8,-1.0,119960.0,0.14,2999.0,1,Clothing,184,-71,4,18,0,8,0
455,92,2026-05-04,40,0,0,3,0.0,119960.0,0.13,2999.0,1,Clothing,184,-64,5,19,0,15,1
455,92,2026-05-11,41,1,0,4,0.0,122959.0,0.13,2999.0,1,Clothing,184,-57,5,20,0,5,0
455,92,2026-05-18,41,0,1,4,-1.0,122959.0,0.13,2999.0,1,Clothing,184,-50,5,21,0,12,4
455,92,2026-05-25,45,4,0,5,0.0,134955.0,0.14,2999.0,1,Clothing,184,-43,5,22,0,4,0
455,92,2026-06-01,45,0,4,5,-1.0,134955.0,0.14,2999.0,1,Clothing,184,-36,6,23,0,11,0
455,92,2026-06-08,45,0,0,4,0.0,134955.0,0.13,2999.0,1,Clothing,184,-29,6,24,0,18,0
455,92,2026-06-15,45,0,0,4,0.0,134955.0,0.13,2999.0,1,Clothing,184,-22,6,25,0,25,0
455,92,2026-06-22,45,0,0,0,0.0,134955.0,0.13,2999.0,1,Clothing,184,-15,6,26,0,32,0
455,92,2026-06-29,45,0,0,0,0.0,134955.0,0.13,2999.0,1,Clothing,184,-8,6,27,0,39,4
3843,92,2025-07-07,1,1,0,1,0.0,899.0,1.0,899.0,13,Mobiles & Accessories,172,-365,7,28,0,0,4
3843,92,2025-07-14,5,5,0,5,0.0,4495.0,0.62,899.0,13,Mobiles & Accessories,172,-358,7,29,0,5,0
3843,92,2025-07-21,5,0,5,5,-1.0,4495.0,0.33,899.0,13,Mobiles & Accessories,172,-351,7,30,0,12,0
3843,92,2025-07-28,5,0,0,5,0.0,4495.0,0.23,899.0,13,Mobiles & Accessories,172,-344,7,31,0,19,0
3843,92,2025-08-04,5,0,0,5,0.0,4495.0,0.17,899.0,13,Mobiles & Accessories,172,-337,8,32,0,26,0
3843,92,2025-08-11,5,0,0,0,0.0,4495.0,0.14,899.0,13,Mobiles & Accessories,172,-330,8,33,0,33,0
3843,92,2025-08-18,5,0,0,0,0.0,4495.0,0.12,899.0,13,Mobiles & Accessories,172,-323,8,34,0,40,1
3843,92,2025-08-25,6,1,0,1,0.0,5394.0,0.12,899.0,13,Mobiles & Accessories,172,-316,8,35,0,5,0
3843,92,2025-09-01,6,0,1,1,-1.0,5394.0,0.11,899.0,13,Mobiles & Accessories,172,-309,9,36,0,12,0
3843,92,2025-09-08,6,0,0,1,0.0,5394.0,0.09,899.0,13,Mobiles & Accessories,172,-302,9,37,0,19,0
3843,92,2025-09-15,6,0,0,1,0.0,5394.0,0.08,899.0,13,Mobiles & Accessories,172,-295,9,38,0,26,0
3843,92,2025-09-22,6,0,0,0,0.0,5394.0,0.08,899.0,13,Mobiles & Accessories,172,-288,9,39,0,33,0
3843,92,2025-09-29,6,0,0,0,0.0,5394.0,0.07,899.0,13,Mobiles & Accessories,172,-281,9,40,0,40,0
3843,92,2025-10-06,6,0,0,0,0.0,5394.0,0.07,899.0,13,Mobiles & Accessories,172,-274,10,41,0,47,0
3843,92,2025-10-13,6,0,0,0,0.0,5394.0,0.06,899.0,13,Mobiles & Accessories,172,-267,10,42,0,54,1
3843,92,2025-10-20,7,1,0,1,0.0,6293.0,0.07,899.0,13,Mobiles & Accessories,172,-260,10,43,0,6,0
3843,92,2025-10-27,7,0,1,1,-1.0,6293.0,0.06,899.0,13,Mobiles & Accessories,172,-253,10,44,0,13,1
3843,92,2025-11-03,8,1,0,2,0.0,7192.0,0.07,899.0,13,Mobiles & Accessories,172,-246,11,45,0,5,0
3843,92,2025-11-10,8,0,1,2,-1.0,7192.0,0.06,899.0,13,Mobiles & Accessories,172,-239,11,46,0,12,5
3843,92,2025-11-17,13,5,0,6,0.0,11687.0,0.1,899.0,13,Mobiles & Accessories,172,-232,11,47,0,0,5
3843,92,2025-11-24,18,10,0,11,0.0,16182.0,0.13,899.0,13,Mobiles & Accessories,172,-225,11,48,0,2,0
3843,92,2025-12-01,18,0,10,10,-1.0,16182.0,0.12,899.0,13,Mobiles & Accessories,172,-218,12,49,0,9,0
3843,92,2025-12-08,18,0,0,10,0.0,16182.0,0.12,899.0,13,Mobiles & Accessories,172,-211,12,50,0,16,0
3843,92,2025-12-15,18,0,0,10,0.0,16182.0,0.11,899.0,13,Mobiles & Accessories,172,-204,12,51,0,23,0
3843,92,2025-12-22,18,0,0,5,0.0,16182.0,0.11,899.0,13,Mobiles & Accessories,172,-197,12,52,0,30,4
3843,92,2025-12-29,22,4,0,4,0.0,19778.0,0.12,899.0,13,Mobiles & Accessories,172,-190,12,1,0,1,4
3843,92,2026-01-05,26,4,4,8,0.0,23374.0,0.14,899.0,13,Mobiles & Accessories,172,-183,1,2,0,0,0
3843,92,2026-01-12,26,4,0,8,0.0,23374.0,0.14,899.0,13,Mobiles & Accessories,172,-176,1,3,0,7,2
3843,92,2026-01-19,28,2,4,10,-0.5,25172.0,0.14,899.0,13,Mobiles & Accessories,172,-169,1,4,0,0,0
3843,92,2026-01-26,28,2,0,10,0.0,25172.0,0.14,899.0,13,Mobiles & Accessories,172,-162,1,5,0,7,0
3843,92,2026-02-02,28,0,2,6,-1.0,25172.0,0.13,899.0,13,Mobiles & Accessories,172,-155,2,6,0,14,2
3843,92,2026-02-09,30,2,0,4,0.0,26970.0,0.14,899.0,13,Mobiles & Accessories,172,-148,2,7,0,5,3
3843,92,2026-02-16,33,3,2,7,0.5,29667.0,0.15,899.0,13,Mobiles & Accessories,172,-141,2,8,0,0,0
3843,92,2026-02-23,33,1,2,5,-0.5,29667.0,0.14,899.0,13,Mobiles & Accessories,172,-134,2,9,0,7,0
3843,92,2026-03-02,33,0,1,5,-1.0,29667.0,0.14,899.0,13,Mobiles & Accessories,172,-127,3,10,0,14,8
3843,92,2026-03-09,41,8,0,11,0.0,36859.0,0.17,899.0,13,Mobiles & Accessories,172,-120,3,11,0,2,3
3843,92,2026-03-16,44,3,8,12,-0.625,39556.0,0.17,899.0,13,Mobiles & Accessories,172,-113,3,12,0,4,0
3843,92,2026-03-23,44,0,3,11,-1.0,39556.0,0.17,899.0,13,Mobiles & Accessories,172,-106,3,13,0,11,0
3843,92,2026-03-30,44,0,0,11,0.0,39556.0,0.16,899.0,13,Mobiles & Accessories,172,-99,3,14,0,18,2
3843,92,2026-04-06,46,2,0,9,0.0,41354.0,0.17,899.0,13,Mobiles & Accessories,172,-92,4,15,0,6,3
3843,92,2026-04-13,49,3,2,5,0.5,44051.0,0.17,899.0,13,Mobiles & Accessories,172,-85,4,16,0,4,5
3843,92,2026-04-20,54,5,3,10,0.667,48546.0,0.19,899.0,13,Mobiles & Accessories,172,-78,4,17,0,1,0
3843,92,2026-04-27,54,0,5,10,-1.0,48546.0,0.18,899.0,13,Mobiles & Accessories,172,-71,4,18,0,8,0
3843,92,2026-05-04,54,0,0,8,0.0,48546.0,0.18,899.0,13,Mobiles & Accessories,172,-64,5,19,0,15,0
3843,92,2026-05-11,54,0,0,5,0.0,48546.0,0.17,899.0,13,Mobiles & Accessories,172,-57,5,20,0,22,0
3843,92,2026-05-18,54,0,0,5,0.0,48546.0,0.17,899.0,13,Mobiles & Accessories,172,-50,5,21,0,29,0
3843,92,2026-05-25,54,0,0,0,0.0,48546.0,0.17,899.0,13,Mobiles & Accessories,172,-43,5,22,0,36,0
3843,92,2026-06-01,54,0,0,0,0.0,48546.0,0.16,899.0,13,Mobiles & Accessories,172,-36,6,23,0,43,0
3843,92,2026-06-08,54,0,0,0,0.0,48546.0,0.16,899.0,13,Mobiles & Accessories,172,-29,6,24,0,50,1
3843,92,2026-06-15,55,1,0,1,0.0,49445.0,0.16,899.0,13,Mobiles & Accessories,172,-22,6,25,0,2,0
3843,92,2026-06-22,55,0,1,1,-1.0,49445.0,0.16,899.0,13,Mobiles & Accessories,172,-15,6,26,0,9,0
3843,92,2026-06-29,55,0,0,1,0.0,49445.0,0.15,899.0,13,Mobiles & Accessories,172,-8,6,27,0,16,7
2911,92,2025-07-07,3,3,0,3,0.0,98892.0,3.0,32964.0,14,Jewellery,179,-365,7,28,0,0,4
2911,92,2025-07-14,7,7,0,7,0.0,230748.0,0.88,32964.0,14,Jewellery,179,-358,7,29,0,5,0
2911,92,2025-07-21,7,0,7,7,-1.0,230748.0,0.47,32964.0,14,Jewellery,179,-351,7,30,0,12,0
2911,92,2025-07-28,7,0,0,7,0.0,230748.0,0.32,32964.0,14,Jewellery,179,-344,7,31,0,19,0
2911,92,2025-08-04,7,0,0,7,0.0,230748.0,0.24,32964.0,14,Jewellery,179,-337,8,32,0,26,0
2911,92,2025-08-11,7,0,0,0,0.0,230748.0,0.19,32964.0,14,Jewellery,179,-330,8,33,0,33,0
2911,92,2025-08-18,7,0,0,0,0.0,230748.0,0.16,32964.0,14,Jewellery,179,-323,8,34,0,40,0
2911,92,2025-08-25,7,0,0,0,0.0,230748.0,0.14,32964.0,14,Jewellery,179,-316,8,35,0,47,0
2911,92,2025-09-01,7,0,0,0,0.0,230748.0,0.12,32964.0,14,Jewellery,179,-309,9,36,0,54,0
2911,92,2025-09-08,7,0,0,0,0.0,230748.0,0.11,32964.0,14,Jewellery,179,-302,9,37,0,61,0
2911,92,2025-09-15,7,0,0,0,0.0,230748.0,0.1,32964.0,14,Jewellery,179,-295,9,38,0,68,0
2911,92,2025-09-22,7,0,0,0,0.0,230748.0,0.09,32964.0,14,Jewellery,179,-288,9,39,0,75,0
2911,92,2025-09-29,7,0,0,0,0.0,230748.0,0.08,32964.0,14,Jewellery,179,-281,9,40,0,82,0
2911,92,2025-10-06,7,0,0,0,0.0,230748.0,0.08,32964.0,14,Jewellery,179,-274,10,41,0,89,0
2911,92,2025-10-13,7,0,0,0,0.0,230748.0,0.07,32964.0,14,Jewellery,179,-267,10,42,0,96,0
2911,92,2025-10-20,7,0,0,0,0.0,230748.0,0.07,32964.0,14,Jewellery,179,-260,10,43,0,103,0
2911,92,2025-10-27,7,0,0,0,0.0,230748.0,0.06,32964.0,14,Jewellery,179,-253,10,44,0,110,0
2911,92,2025-11-03,7,0,0,0,0.0,230748.0,0.06,32964.0,14,Jewellery,179,-246,11,45,0,117,0
2911,92,2025-11-10,7,0,0,0,0.0,230748.0,0.06,32964.0,14,Jewellery,179,-239,11,46,0,124,3
2911,92,2025-11-17,10,3,0,3,0.0,329640.0,0.07,32964.0,14,Jewellery,179,-232,11,47,0,0,2
2911,92,2025-11-24,12,5,0,5,0.0,395568.0,0.09,32964.0,14,Jewellery,179,-225,11,48,0,2,0
2911,92,2025-12-01,12,0,5,5,-1.0,395568.0,0.08,32964.0,14,Jewellery,179,-218,12,49,0,9,1
2911,92,2025-12-08,13,1,0,6,0.0,428532.0,0.08,32964.0,14,Jewellery,179,-211,12,50,0,2,0
2911,92,2025-12-15,13,0,1,6,-1.0,428532.0,0.08,32964.0,14,Jewellery,179,-204,12,51,0,9,0
2911,92,2025-12-22,13,0,0,3,0.0,428532.0,0.08,32964.0,14,Jewellery,179,-197,12,52,0,16,0
2911,92,2025-12-29,13,0,0,1,0.0,428532.0,0.07,32964.0,14,Jewellery,179,-190,12,1,0,23,0
2911,92,2026-01-05,13,0,0,1,0.0,428532.0,0.07,32964.0,14,Jewellery,179,-183,1,2,0,30,0
2911,92,2026-01-12,13,0,0,0,0.0,428532.0,0.07,32964.0,14,Jewellery,179,-176,1,3,0,37,8
2911,92,2026-01-19,21,8,0,8,0.0,692244.0,0.11,32964.0,14,Jewellery,179,-169,1,4,0,0,0
2911,92,2026-01-26,21,5,3,8,0.667,692244.0,0.1,32964.0,14,Jewellery,179,-162,1,5,0,7,0
2911,92,2026-02-02,21,0,5,8,-1.0,692244.0,0.1,32964.0,14,Jewellery,179,-155,2,6,0,14,5
2911,92,2026-02-09,26,5,0,13,0.0,857064.0,0.12,32964.0,14,Jewellery,179,-148,2,7,0,3,6
2911,92,2026-02-16,32,6,5,16,0.2,1054848.0,0.14,32964.0,14,Jewellery,179,-141,2,8,0,0,0
2911,92,2026-02-23,32,5,1,11,4.0,1054848.0,0.14,32964.0,14,Jewellery,179,-134,2,9,0,7,0
2911,92,2026-03-02,32,0,5,11,-1.0,1054848.0,0.13,32964.0,14,Jewellery,179,-127,3,10,0,14,1
2911,92,2026-03-09,33,1,0,7,0.0,1087812.0,0.13,32964.0,14,Jewellery,179,-120,3,11,0,6,0
2911,92,2026-03-16,33,0,1,6,-1.0,1087812.0,0.13,32964.0,14,Jewellery,179,-113,3,12,0,13,3
2911,92,2026-03-23,36,3,0,4,0.0,1186704.0,0.14,32964.0,14,Jewellery,179,-106,3,13,0,5,0
2911,92,2026-03-30,36,0,3,4,-1.0,1186704.0,0.13,32964.0,14,Jewellery,179,-99,3,14,0,12,0
2911,92,2026-04-06,36,0,0,3,0.0,1186704.0,0.13,32964.0,14,Jewellery,179,-92,4,15,0,19,5
2911,92,2026-04-13,41,5,0,8,0.0,1351524.0,0.15,32964.0,14,Jewellery,179,-85,4,16,0,4,4
2911,92,2026-04-20,45,4,5,9,-0.2,1483380.0,0.16,32964.0,14,Jewellery,179,-78,4,17,0,1,0
2911,92,2026-04-27,45,0,4,9,-1.0,1483380.0,0.15,32964.0,14,Jewellery,179,-71,4,18,0,8,0
2911,92,2026-05-04,45,0,0,9,0.0,1483380.0,0.15,32964.0,14,Jewellery,179,-64,5,19,0,15,2
2911,92,2026-05-11,47,2,0,6,0.0,1549308.0,0.15,32964.0,14,Jewellery,179,-57,5,20,0,5,0
2911,92,2026-05-18,47,0,2,6,-1.0,1549308.0,0.15,32964.0,14,Jewellery,179,-50,5,21,0,12,0
2911,92,2026-05-25,47,0,0,2,0.0,1549308.0,0.15,32964.0,14,Jewellery,179,-43,5,22,0,19,0
2911,92,2026-06-01,47,0,0,2,0.0,1549308.0,0.14,32964.0,14,Jewellery,179,-36,6,23,0,26,0
2911,92,2026-06-08,47,0,0,0,0.0,1549308.0,0.14,32964.0,14,Jewellery,179,-29,6,24,0,33,3
2911,92,2026-06-15,50,3,0,3,0.0,1648200.0,0.15,32964.0,14,Jewellery,179,-22,6,25,0,2,0
2911,92,2026-06-22,50,0,3,3,-1.0,1648200.0,0.14,32964.0,14,Jewellery,179,-15,6,26,0,9,0
2911,92,2026-06-29,50,0,0,3,0.0,1648200.0,0.14,32964.0,14,Jewellery,179,-8,6,27,0,16,8
11,92,2025-07-07,4,4,0,4,0.0,9196.0,4.0,2299.0,1,Clothing,152,-365,7,28,0,0,0
11,92,2025-07-14,4,4,0,4,0.0,9196.0,0.5,2299.0,1,Clothing,152,-358,7,29,0,7,0
11,92,2025-07-21,4,0,4,4,-1.0,9196.0,0.27,2299.0,1,Clothing,152,-351,7,30,0,14,0
11,92,2025-07-28,4,0,0,4,0.0,9196.0,0.18,2299.0,1,Clothing,152,-344,7,31,0,21,0
11,92,2025-08-04,4,0,0,4,0.0,9196.0,0.14,2299.0,1,Clothing,152,-337,8,32,0,28,0
11,92,2025-08-11,4,0,0,0,0.0,9196.0,0.11,2299.0,1,Clothing,152,-330,8,33,0,35,0
11,92,2025-08-18,4,0,0,0,0.0,9196.0,0.09,2299.0,1,Clothing,152,-323,8,34,0,42,3
11,92,2025-08-25,7,3,0,3,0.0,16093.0,0.14,2299.0,1,Clothing,152,-316,8,35,0,5,0
11,92,2025-09-01,7,0,3,3,-1.0,16093.0,0.12,2299.0,1,Clothing,152,-309,9,36,0,12,0
11,92,2025-09-08,7,0,0,3,0.0,16093.0,0.11,2299.0,1,Clothing,152,-302,9,37,0,19,0
11,92,2025-09-15,7,0,0,3,0.0,16093.0,0.1,2299.0,1,Clothing,152,-295,9,38,0,26,0
11,92,2025-09-22,7,0,0,0,0.0,16093.0,0.09,2299.0,1,Clothing,152,-288,9,39,0,33,0
11,92,2025-09-29,7,0,0,0,0.0,16093.0,0.08,2299.0,1,Clothing,152,-281,9,40,0,40,0
11,92,2025-10-06,7,0,0,0,0.0,16093.0,0.08,2299.0,1,Clothing,152,-274,10,41,0,47,0
